Timestamp,Frame_Rate,CoG_Angle,Movement_Rate,Label
2025-04-23 12:14:06.442918,12.126503686457122,77.08822650582286,128.9426046181847,0
2025-04-23 12:14:06.543381,9.95391338104576,77.02288827689735,139.9372011518921,0
2025-04-23 12:14:06.644603,9.879275256367192,77.96738321241743,114.20254502073688,0
2025-04-23 12:14:06.732608,11.362990739162548,78.94669570835255,93.6972325714333,0
2025-04-23 12:14:06.834308,9.83284169124877,79.11241294181296,70.99988791173044,0
2025-04-23 12:14:06.923946,11.155982953658048,77.92924861220723,179.59696405129597,0
2025-04-23 12:14:07.004563,12.404331592592134,78.25422305216516,57.05036980903308,0
2025-04-23 12:14:07.094187,11.157725609211818,76.50677959782249,131.77460402021586,0
2025-04-23 12:14:07.177347,12.025012025012025,76.28647119199572,77.92221472591714,0
2025-04-23 12:14:07.299912,8.158936074735855,75.94686122281034,21.57153820316625,0
2025-04-23 12:14:07.424835,8.00493103751911,76.15585040484639,17.488791010268162,0
2025-04-23 12:14:07.554983,7.683560254479515,76.32440711538575,108.90305981534624,0
2025-04-23 12:14:07.645879,11.00158422812885,76.34329471369655,39.24274751705139,0
2025-04-23 12:14:07.741972,10.40658528716972,75.9015399584521,129.48909432454616,0
2025-04-23 12:14:07.834838,10.768203648267397,75.91351545647444,84.99776213889271,0
2025-04-23 12:14:07.918286,11.983510689291537,76.1794670249755,32.42284960064494,0
2025-04-23 12:14:08.002906,11.81753722524226,76.28944969284952,33.31836303803161,0
2025-04-23 12:14:08.108404,9.478852679671654,75.06655392293811,162.8263696663769,0
2025-04-23 12:14:08.233192,8.013591050421516,75.22711302392011,26.07755945650872,0
2025-04-23 12:14:08.343943,9.02926384411879,76.39621782705011,149.39184187063964,0
2025-04-23 12:14:08.453403,9.13575735428467,77.12647554308982,99.132786400253,0
2025-04-23 12:14:08.561317,9.266638248976037,77.70443904360965,28.66183083471157,0
2025-04-23 12:14:08.673572,8.908289163066234,76.89279752064668,18.489553578116634,0
2025-04-23 12:14:08.782857,9.150386603834011,78.21310006782055,153.54852119377625,0
2025-04-23 12:14:08.881916,10.094993892528697,78.15429135809299,39.72366962816025,0
2025-04-23 12:14:08.974886,10.756157900397978,80.64117141929374,141.01923421210543,0
2025-04-23 12:14:09.081951,9.34012048755429,82.15916736837069,98.1735074184744,0
2025-04-23 12:14:10.648774,9.035219284772042,65.93494801382904,287.7633016490554,0
2025-04-23 12:14:10.761876,8.841576629944653,62.24853040529284,60.35021942581869,0
2025-04-23 12:14:10.861947,9.99290503742343,50.76575733412047,157.63413949359202,0
2025-04-23 12:14:10.952915,10.992876615952865,44.35589820897408,97.698606151277,0
2025-04-23 12:14:11.056000,9.7007324052966,41.51105261737429,57.16082824100904,0
2025-04-23 12:14:11.148720,10.785159620362382,40.55863095382379,43.37494226510703,0
2025-04-23 12:14:11.256354,9.29074456026906,38.03008918470098,178.98640379102255,0
2025-04-23 12:14:11.372089,8.640428565256837,37.3814137168342,40.376975527568426,0
2025-04-23 12:14:11.466648,10.57540794636153,35.948888041812644,256.80789594515505,0
2025-04-23 12:14:11.566541,10.010711461263552,37.50577303568566,140.87678370960185,0
2025-04-23 12:14:11.670529,9.616494210870483,38.6623420455591,52.20024843736714,0
2025-04-23 12:14:11.785559,8.69338433452143,38.27535021996017,46.1051088452307,0
2025-04-23 12:14:11.902990,8.515638970970187,41.15836206809788,123.97663613860088,0
2025-04-23 12:14:12.015944,8.853161463958779,42.87175054675166,31.480674478345097,0
2025-04-23 12:14:12.114725,10.123404298397466,48.4103561194538,125.36345587479248,0
2025-04-23 12:14:12.218698,9.617881565406403,52.65852169897111,46.46706026738183,0
2025-04-23 12:14:12.318273,10.042681395932714,52.6541403816134,29.928233372887167,0
2025-04-23 12:14:12.413640,10.485807459603429,53.82167353765584,20.362397327321546,0
2025-04-23 12:14:12.515161,9.850178780744873,60.35564173782976,110.24732274040502,0
2025-04-23 12:14:12.623764,9.207848770291797,61.54127914483461,27.920502934895808,0
2025-04-23 12:14:12.713976,11.084999778300004,68.6295949997674,112.51003555077298,0
2025-04-23 12:14:13.999039,10.269576379974326,67.93275974805881,107.88426866806331,0
2025-04-23 12:14:14.106065,9.343524003513163,58.66491993422298,63.18374977059046,0
2025-04-23 12:14:14.216825,9.02853015529072,59.61043868316752,16.564620083711702,0
2025-04-23 12:14:14.318084,9.875665372954504,57.30305872079017,11.850701614258105,0
2025-04-23 12:14:14.543879,4.428796031798756,46.92730665525691,64.89736030303926,0
2025-04-23 12:14:14.646022,9.790196097627836,39.93058935179706,113.8820396661946,0
2025-04-23 12:14:14.743031,10.308321908276552,36.34395481087007,86.08293565486763,0
2025-04-23 12:14:14.859365,8.595939278284938,33.99799980645281,35.04707486711319,0
2025-04-23 12:14:14.964696,9.493881193570743,32.72585841645992,35.46681768090042,0
2025-04-23 12:14:15.074627,9.09661514950287,28.904014334294544,101.14696029715536,0
2025-04-23 12:14:15.175340,9.929204769989973,26.33950777089751,26.78232213225354,0
2025-04-23 12:14:15.286980,8.957362952346829,22.6180628192415,87.52844022378264,2
2025-04-23 12:14:16.050456,9.901578311582869,9.153264645258329,19.88598110561299,2
2025-04-23 12:14:16.151076,9.938382031405288,8.700743353966788,14.48008424057754,2
2025-04-23 12:14:16.260576,9.1324200913242,8.815037327665197,10.359678716560104,2
2025-04-23 12:14:16.361759,9.883083126612178,8.60984965918247,23.512624882497384,2
2025-04-23 12:14:16.481708,8.336876505848318,8.811533852198052,10.587387475622094,2
